cgpa,aptitude_score,coding_score,dsa_score,communication_score,attendance_percentage,projects_count,certifications_count,age,branch,degree,city_tier,college_tier,gender,internship_experience,backlog_history,placement_status,target
8.05,68,87,87,53,69.09,3,5,20,Data Science,B.Tech,Tier 1,Tier 2,Female,Yes,0,Placed,1
7.35,67,64,49,64,81.78,4,2,20,CSE,B.Tech,Tier 1,Tier 1,Female,Yes,0,Placed,1
8.1,64,70,84,71,73.51,4,4,23,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,1,Not Placed,0
8.66,58,79,62,65,84.19,1,1,20,CSE,B.E.,Tier 2,Tier 3,Male,No,0,Not Placed,0
8.45,64,84,44,65,79.65,2,0,21,CSE,B.E.,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
6.42,55,41,37,64,63.2,1,2,22,CSE,B.E.,Tier 2,Tier 2,Male,No,0,Not Placed,0
8.03,76,67,59,51,89.54,5,4,22,ISE,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
8.04,86,64,72,57,72.22,2,1,23,CSE,B.Tech,Tier 3,Tier 1,Female,Yes,0,Placed,1
9.04,58,67,78,46,67.98,4,1,23,ECE,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.26,67,82,73,82,72.1,2,2,23,EEE,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
7.84,71,55,78,68,71.55,0,1,24,Mechanical,B.E.,Tier 1,Tier 3,Male,No,3,Not Placed,0
7.29,70,63,66,80,82.78,3,0,21,AI & ML,B.E.,Tier 3,Tier 2,Male,No,0,Placed,1
7.31,75,82,53,46,91.37,3,1,23,Data Science,B.E.,Tier 1,Tier 2,Female,Yes,0,Placed,1
6.53,47,36,52,44,80.37,0,1,22,Civil,B.Tech,Tier 1,Tier 2,Male,Yes,1,Not Placed,0
8.2,70,87,78,73,85.15,2,3,23,Mechanical,B.Tech,Tier 3,Tier 2,Female,Yes,1,Placed,1
6.62,46,57,34,90,83.53,2,1,24,Mechanical,B.E.,Tier 3,Tier 3,Male,Yes,1,Placed,1
8.9,84,50,59,62,80.73,0,0,23,EEE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.74,84,54,91,70,85.09,1,1,24,ECE,B.Tech,Tier 3,Tier 2,Female,No,0,Not Placed,0
8.89,87,76,47,40,84.21,1,3,24,ISE,B.Tech,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
8.47,74,86,71,42,73.07,2,0,20,ISE,B.E.,Tier 2,Tier 1,Male,No,0,Placed,1
7.48,45,63,54,51,77.74,2,3,24,ECE,B.E.,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
9.35,76,80,67,79,73.89,5,4,21,Data Science,B.E.,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.96,63,100,77,69,91.66,4,0,24,ISE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
8.48,60,67,66,82,83.62,3,1,24,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.53,64,75,76,60,79.87,2,1,21,ECE,B.E.,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.15,60,95,100,100,72.5,2,2,23,CSE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
6.15,42,50,48,62,86.4,3,0,21,Mechanical,B.E.,Tier 2,Tier 3,Female,No,0,Not Placed,0
8.05,59,87,71,76,84.04,4,2,22,Civil,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.73,60,92,92,67,86.99,1,1,23,ISE,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
7.79,66,98,81,72,95.46,0,1,21,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
8.74,74,80,58,76,75.76,3,3,21,CSE,B.Tech,Tier 1,Tier 2,Male,No,3,Not Placed,0
7.49,53,61,52,51,88.26,2,2,23,Mechanical,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.53,53,82,44,58,79.1,1,6,23,EEE,B.Tech,Tier 3,Tier 2,Female,No,1,Placed,1
6.97,82,57,50,75,80.1,3,2,23,Civil,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
9.03,76,83,44,61,82.2,1,4,24,Civil,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.14,72,78,61,67,97.44,2,2,23,CSE,B.Tech,Tier 1,Tier 1,Female,Yes,0,Placed,1
8.86,58,100,67,46,65.73,3,1,24,Civil,B.E.,Tier 1,Tier 1,Male,Yes,1,Placed,1
7.35,77,70,78,61,95.9,2,4,21,Data Science,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.18,67,79,65,85,86.67,2,3,22,Data Science,B.Tech,Tier 1,Tier 2,Male,No,1,Not Placed,0
7.23,52,91,73,65,73.96,1,3,23,AI & ML,B.E.,Tier 1,Tier 3,Female,Yes,0,Not Placed,0
9.06,100,94,97,60,82.2,4,3,21,Data Science,B.E.,Tier 3,Tier 3,Female,Yes,0,Placed,1
10.0,64,95,65,70,86.32,3,3,21,AI & ML,B.Tech,Tier 2,Tier 1,Female,Yes,0,Placed,1
6.2,63,34,65,82,84.11,3,0,20,Civil,B.Tech,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
8.14,70,76,76,69,79.39,2,2,23,ISE,B.Tech,Tier 1,Tier 2,Female,No,1,Placed,1
8.68,63,80,68,60,78.53,1,2,22,CSE,B.Tech,Tier 3,Tier 3,Female,Yes,1,Not Placed,0
6.55,56,58,66,60,80.87,2,2,22,ISE,B.Tech,Tier 3,Tier 3,Male,No,0,Not Placed,0
7.48,54,64,79,64,84.8,3,0,24,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
9.86,93,90,65,66,72.35,1,1,21,Data Science,B.Tech,Tier 2,Tier 1,Female,Yes,3,Placed,1
8.95,89,100,73,89,100.0,0,3,24,AI & ML,B.Tech,Tier 2,Tier 2,Male,No,0,Not Placed,0
8.25,73,77,59,53,84.64,2,0,20,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.72,71,81,51,77,81.55,6,2,21,AI & ML,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
8.55,61,100,63,60,90.75,2,0,20,ISE,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
7.06,43,40,54,73,80.27,2,2,23,Data Science,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
8.26,61,35,51,69,76.62,0,3,24,Civil,B.Tech,Tier 1,Tier 1,Female,No,0,Not Placed,0
9.63,87,75,31,57,91.21,1,2,20,Data Science,B.Tech,Tier 2,Tier 2,Male,No,0,Not Placed,0
8.4,84,100,69,80,76.26,1,5,22,AI & ML,B.E.,Tier 3,Tier 3,Male,Yes,0,Placed,1
7.28,71,54,69,51,72.09,0,0,21,ECE,B.E.,Tier 1,Tier 2,Female,No,3,Not Placed,0
8.2,59,83,61,64,75.49,1,2,24,CSE,B.E.,Tier 1,Tier 1,Female,No,0,Placed,1
8.01,64,80,76,60,82.21,3,1,21,CSE,B.Tech,Tier 2,Tier 3,Female,No,2,Not Placed,0
7.85,82,55,65,66,82.23,3,2,20,CSE,B.Tech,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
7.64,79,72,64,79,80.25,1,1,24,Data Science,B.Tech,Tier 1,Tier 3,Male,Yes,1,Placed,1
8.06,58,91,80,72,92.81,5,1,20,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.55,47,70,71,75,82.85,2,4,21,Data Science,B.Tech,Tier 3,Tier 3,Female,Yes,0,Placed,1
7.43,66,62,50,57,84.87,1,1,20,ISE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
8.22,64,80,77,50,82.93,1,2,21,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
5.81,51,54,80,63,89.5,3,2,23,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,2,Not Placed,0
6.4,57,20,43,73,67.92,5,1,24,CSE,B.Tech,Tier 2,Tier 3,Female,Yes,1,Placed,1
7.9,76,49,69,57,77.14,2,2,20,Civil,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
8.39,72,65,48,33,65.13,4,0,21,Mechanical,B.Tech,Tier 3,Tier 2,Female,Yes,0,Not Placed,0
8.03,94,75,55,92,70.59,1,1,23,CSE,B.Tech,Tier 1,Tier 1,Male,No,0,Placed,1
8.22,81,52,69,56,65.58,6,3,23,EEE,B.Tech,Tier 1,Tier 1,Male,Yes,0,Placed,1
6.58,47,52,51,43,81.79,4,5,24,Data Science,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
7.3,77,37,34,64,81.63,1,2,21,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.0,42,92,53,70,82.03,1,0,20,ISE,B.E.,Tier 2,Tier 3,Male,No,0,Placed,1
7.68,78,54,48,85,76.96,2,3,22,ISE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
7.2,76,67,60,61,82.49,1,2,24,CSE,B.Tech,Tier 2,Tier 2,Female,No,2,Not Placed,0
8.78,78,75,46,65,85.62,6,1,22,ECE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.06,86,71,52,74,79.22,2,5,23,ISE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
7.47,88,63,65,72,80.77,3,3,24,Data Science,B.E.,Tier 1,Tier 3,Female,No,1,Placed,1
8.35,77,81,55,58,64.06,1,6,24,ECE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
9.04,67,70,37,66,82.93,1,4,21,ISE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
7.04,69,63,50,57,80.53,5,3,24,AI & ML,B.E.,Tier 1,Tier 2,Female,Yes,0,Placed,1
8.49,81,40,48,100,76.77,1,1,24,Mechanical,B.Tech,Tier 2,Tier 3,Male,No,0,Placed,1
7.35,70,76,60,84,67.61,1,5,22,AI & ML,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.74,66,83,66,76,84.96,1,3,24,Data Science,B.Tech,Tier 3,Tier 1,Female,No,0,Placed,1
5.99,70,35,35,62,90.96,2,3,21,ECE,B.E.,Tier 3,Tier 2,Male,No,0,Not Placed,0
8.17,71,62,27,72,91.53,6,2,24,AI & ML,B.Tech,Tier 3,Tier 3,Female,Yes,0,Placed,1
6.47,81,70,69,80,95.85,0,2,20,EEE,B.E.,Tier 3,Tier 1,Female,Yes,0,Placed,1
8.03,87,59,31,69,89.83,2,2,22,EEE,B.Tech,Tier 2,Tier 3,Male,No,0,Placed,1
6.71,49,61,62,55,73.87,3,1,24,EEE,B.E.,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
7.1,71,85,73,62,87.56,0,1,20,ISE,B.Tech,Tier 3,Tier 3,Male,No,0,Not Placed,0
9.31,69,68,53,75,57.28,1,3,23,CSE,B.Tech,Tier 3,Tier 2,Female,Yes,1,Placed,1
7.96,62,77,58,49,80.84,1,4,24,AI & ML,B.E.,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.66,74,45,61,67,80.33,2,1,23,Data Science,B.Tech,Tier 1,Tier 2,Male,Yes,1,Placed,1
8.3,84,78,62,34,86.29,2,1,20,Civil,B.E.,Tier 3,Tier 3,Male,Yes,1,Placed,1
9.45,100,100,48,89,75.05,6,1,21,AI & ML,B.Tech,Tier 3,Tier 2,Male,No,0,Not Placed,0
9.31,80,67,77,59,75.83,4,2,22,EEE,B.Tech,Tier 1,Tier 1,Female,No,0,Placed,1
6.02,78,91,94,72,77.36,3,2,20,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,2,Placed,1
6.71,50,88,71,77,93.19,1,6,23,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.38,51,50,65,71,78.08,3,2,20,Mechanical,B.Tech,Tier 2,Tier 2,Male,Yes,2,Not Placed,0
8.62,52,87,77,67,86.4,4,0,24,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,2,Not Placed,0
7.07,84,45,54,54,86.48,0,2,24,Civil,B.E.,Tier 2,Tier 2,Male,No,0,Not Placed,0
8.42,78,100,85,92,85.12,1,1,21,CSE,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
7.67,84,94,56,73,77.4,1,2,24,ISE,B.E.,Tier 2,Tier 1,Female,Yes,1,Placed,1
7.58,73,86,46,59,88.4,3,0,22,CSE,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
8.91,52,80,100,73,93.63,2,2,20,Data Science,B.E.,Tier 1,Tier 1,Male,Yes,0,Placed,1
7.48,82,66,59,87,87.03,1,0,21,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.43,74,100,88,68,81.83,5,3,24,Data Science,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
7.76,47,58,53,69,80.57,1,1,24,Data Science,B.Tech,Tier 3,Tier 2,Male,No,0,Not Placed,0
7.86,78,72,73,56,79.52,1,0,20,ECE,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.3,62,47,50,43,65.47,2,3,21,ECE,B.Tech,Tier 2,Tier 1,Male,Yes,2,Not Placed,0
6.24,89,45,44,86,85.8,0,1,24,CSE,B.Tech,Tier 1,Tier 2,Female,Yes,0,Placed,1
7.59,82,65,66,83,79.79,1,3,21,ECE,B.Tech,Tier 2,Tier 1,Male,No,0,Not Placed,0
7.88,100,69,69,33,96.77,5,2,20,EEE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.81,62,92,60,65,92.39,0,1,21,CSE,B.Tech,Tier 1,Tier 3,Female,No,0,Placed,1
7.79,70,75,85,62,81.52,1,0,23,EEE,B.Tech,Tier 3,Tier 2,Male,Yes,2,Placed,1
8.29,77,64,67,55,78.16,1,1,23,ECE,B.E.,Tier 2,Tier 1,Male,Yes,1,Placed,1
8.79,53,100,50,85,88.34,2,1,22,CSE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
10.0,67,78,72,60,82.23,3,1,22,EEE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
7.0,76,86,72,55,81.76,3,0,22,AI & ML,B.E.,Tier 1,Tier 2,Female,Yes,0,Placed,1
6.88,62,49,60,55,75.86,0,5,24,Data Science,B.E.,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
8.67,75,79,58,62,84.98,2,4,22,Mechanical,B.Tech,Tier 1,Tier 3,Male,Yes,1,Placed,1
7.77,62,84,38,50,95.51,1,2,21,Mechanical,B.E.,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.99,76,64,75,53,85.1,3,0,21,ISE,B.Tech,Tier 2,Tier 2,Male,No,2,Not Placed,0
7.54,69,82,61,75,79.75,1,2,22,CSE,B.Tech,Tier 2,Tier 2,Other,No,2,Placed,1
9.98,95,72,67,72,72.43,3,3,23,CSE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
7.33,61,85,63,74,74.6,1,3,21,CSE,B.Tech,Tier 3,Tier 2,Male,Yes,1,Placed,1
8.6,69,59,87,32,74.79,1,1,22,Data Science,B.Tech,Tier 3,Tier 3,Female,Yes,0,Placed,1
7.86,71,77,82,85,60.13,4,1,20,ISE,B.E.,Tier 2,Tier 2,Male,No,0,Placed,1
7.25,77,60,39,67,77.42,0,1,22,AI & ML,B.Tech,Tier 2,Tier 1,Male,No,0,Not Placed,0
5.88,55,61,56,50,72.47,0,1,24,Data Science,B.Tech,Tier 1,Tier 3,Female,No,0,Not Placed,0
6.74,87,75,71,83,76.95,1,0,24,ECE,B.Tech,Tier 2,Tier 3,Male,No,0,Placed,1
8.69,58,100,67,50,82.56,2,1,21,ISE,B.E.,Tier 3,Tier 3,Female,Yes,1,Placed,1
7.8,73,57,64,72,85.12,3,1,24,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.79,92,61,74,78,72.33,0,1,23,CSE,B.Tech,Tier 2,Tier 2,Female,No,3,Not Placed,0
6.4,66,67,75,75,83.18,3,4,20,CSE,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
8.93,74,58,69,78,91.84,1,2,21,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.34,63,65,54,90,93.77,3,3,24,EEE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
7.35,82,48,64,100,82.94,1,0,21,ECE,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
7.21,59,73,78,43,90.29,1,3,22,Data Science,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
6.86,79,87,62,73,88.34,1,2,22,CSE,B.Tech,Tier 1,Tier 3,Female,Yes,1,Not Placed,0
8.0,77,87,86,51,79.2,1,3,22,Data Science,B.Tech,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
8.61,63,30,48,58,86.31,3,4,23,Civil,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
9.16,59,72,69,81,70.62,1,4,23,EEE,B.E.,Tier 3,Tier 3,Female,Yes,0,Placed,1
7.68,68,99,82,56,76.91,3,0,23,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
9.67,83,85,80,62,89.61,4,2,21,AI & ML,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
7.72,67,38,72,79,77.02,2,3,20,ECE,B.E.,Tier 3,Tier 3,Male,No,0,Not Placed,0
8.39,57,70,72,69,82.23,2,1,20,Mechanical,B.Tech,Tier 3,Tier 3,Female,Yes,1,Placed,1
9.75,75,77,73,77,93.39,3,2,23,ISE,B.E.,Tier 3,Tier 2,Female,Yes,0,Placed,1
8.12,55,84,77,60,83.69,0,2,20,Data Science,B.Tech,Tier 2,Tier 2,Female,No,2,Not Placed,0
7.25,76,72,69,84,82.56,0,3,24,Data Science,B.Tech,Tier 1,Tier 1,Male,Yes,0,Placed,1
9.4,58,100,46,51,72.11,1,0,20,AI & ML,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.94,70,82,88,40,86.41,5,2,24,CSE,B.Tech,Tier 3,Tier 3,Male,No,3,Placed,1
9.25,60,92,58,74,90.68,5,4,21,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.91,62,80,85,82,80.55,2,2,22,CSE,B.Tech,Tier 3,Tier 3,Female,Yes,1,Placed,1
7.4,58,72,60,46,77.85,2,0,22,Mechanical,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
8.89,79,79,69,61,82.68,2,3,22,Data Science,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.5,60,47,74,51,76.62,1,2,21,Data Science,B.Tech,Tier 2,Tier 1,Male,Yes,2,Placed,1
7.18,60,62,72,39,75.57,2,2,23,Data Science,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
8.01,67,57,50,55,82.83,0,2,24,Mechanical,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.09,64,100,62,61,86.47,1,3,22,Data Science,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
8.66,67,71,57,63,76.02,4,0,23,ECE,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
7.14,82,72,56,94,89.38,1,1,23,AI & ML,B.Tech,Tier 3,Tier 2,Male,No,0,Not Placed,0
9.53,76,86,80,55,77.15,3,1,21,ISE,B.E.,Tier 2,Tier 3,Male,No,0,Not Placed,0
7.46,54,52,69,38,79.7,5,1,21,CSE,B.Tech,Tier 1,Tier 1,Male,Yes,0,Not Placed,0
7.72,85,79,57,94,81.43,1,5,22,CSE,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
7.33,60,42,41,80,92.95,1,2,20,EEE,B.Tech,Tier 2,Tier 2,Male,No,0,Not Placed,0
7.19,67,53,72,50,73.83,2,1,23,Civil,B.Tech,Tier 1,Tier 3,Female,No,0,Not Placed,0
8.28,79,60,30,55,84.85,3,2,20,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,2,Placed,1
7.5,60,77,71,60,76.68,3,4,23,Data Science,B.Tech,Tier 2,Tier 2,Female,No,1,Placed,1
7.57,61,74,92,56,84.45,3,3,22,Data Science,B.Tech,Tier 1,Tier 3,Female,No,0,Placed,1
5.98,58,36,61,65,79.86,1,3,22,CSE,B.Tech,Tier 2,Tier 2,Female,No,1,Not Placed,0
6.9,59,33,70,49,86.59,4,2,22,EEE,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
7.84,72,70,48,71,74.21,3,4,21,CSE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
8.2,55,90,79,61,98.62,1,3,23,Mechanical,B.E.,Tier 2,Tier 1,Male,Yes,3,Not Placed,0
9.57,88,86,60,53,76.95,5,4,20,Civil,B.Tech,Tier 3,Tier 3,Male,No,3,Not Placed,0
8.67,93,81,81,71,76.43,3,4,23,ISE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
6.8,63,83,58,77,80.26,2,2,23,ECE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
9.42,75,82,77,100,55.0,1,0,23,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
9.8,62,90,50,86,77.47,1,1,20,ISE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
9.99,61,87,100,64,92.36,0,0,24,Data Science,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
6.31,51,93,70,35,83.73,0,0,24,AI & ML,B.Tech,Tier 3,Tier 1,Male,No,0,Not Placed,0
7.17,67,76,68,59,79.87,0,3,24,EEE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Not Placed,0
9.96,91,85,93,37,81.55,5,1,21,EEE,B.Tech,Tier 3,Tier 2,Female,No,0,Placed,1
6.35,48,72,52,74,99.14,2,0,21,ISE,B.E.,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
7.35,69,56,81,66,72.39,6,1,22,Civil,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.52,66,47,38,68,86.88,3,3,21,Mechanical,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
8.81,94,56,53,69,88.41,2,2,20,EEE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.1,78,58,59,67,77.6,3,2,21,Data Science,B.Tech,Tier 1,Tier 2,Male,Yes,3,Not Placed,0
6.79,65,50,73,61,74.47,3,0,21,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.44,38,53,37,82,89.3,2,3,21,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,2,Placed,1
5.42,44,81,59,65,83.29,3,1,23,Data Science,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
9.79,81,95,47,76,87.64,4,3,21,Data Science,B.Tech,Tier 2,Tier 1,Female,No,1,Placed,1
8.84,46,100,75,93,84.33,1,0,22,Data Science,B.Tech,Tier 2,Tier 1,Male,No,1,Placed,1
6.56,65,63,53,53,81.16,1,1,21,EEE,B.E.,Tier 1,Tier 2,Male,Yes,2,Placed,1
8.19,72,92,63,88,71.53,1,2,24,CSE,B.Tech,Tier 3,Tier 2,Female,No,0,Placed,1
7.34,74,60,78,69,82.08,1,1,21,ISE,B.E.,Tier 2,Tier 3,Male,No,0,Not Placed,0
8.33,74,100,70,71,90.58,0,4,21,Mechanical,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
8.08,68,51,66,65,77.98,2,4,20,ISE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.52,67,56,48,63,79.28,1,1,24,CSE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.08,81,75,78,80,73.91,3,1,22,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,2,Not Placed,0
7.94,55,49,87,57,83.32,1,1,23,Data Science,B.Tech,Tier 2,Tier 1,Other,Yes,0,Placed,1
7.86,72,84,95,57,78.18,3,1,21,CSE,B.E.,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
7.35,43,60,69,65,72.81,2,1,23,CSE,B.Tech,Tier 1,Tier 3,Female,No,1,Not Placed,0
6.72,59,84,73,97,74.6,1,0,20,ISE,B.Tech,Tier 3,Tier 1,Male,Yes,2,Not Placed,0
8.38,64,69,89,50,88.25,2,2,23,EEE,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
6.68,81,61,59,49,70.61,2,1,22,AI & ML,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
8.08,96,53,69,78,91.76,2,1,23,ECE,B.Tech,Tier 2,Tier 1,Female,Yes,1,Not Placed,0
7.47,67,77,64,85,81.66,2,5,21,CSE,B.Tech,Tier 1,Tier 1,Male,No,0,Placed,1
7.28,63,82,28,70,84.08,1,2,24,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.7,44,54,70,76,82.49,1,1,23,ECE,B.Tech,Tier 3,Tier 3,Female,No,1,Not Placed,0
9.61,69,82,72,83,73.99,3,6,22,AI & ML,B.E.,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
7.77,66,54,72,71,82.86,1,3,22,Civil,B.Tech,Tier 2,Tier 2,Female,No,2,Not Placed,0
8.79,65,81,80,58,86.07,1,1,22,CSE,B.Tech,Tier 3,Tier 2,Female,No,0,Placed,1
8.1,57,73,81,74,79.91,0,0,21,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
5.96,48,46,68,63,85.0,4,2,21,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
7.1,72,38,40,65,80.93,2,1,21,ECE,B.Tech,Tier 1,Tier 2,Male,Yes,1,Placed,1
6.87,71,74,81,48,93.98,3,1,23,AI & ML,B.E.,Tier 3,Tier 3,Male,No,0,Placed,1
7.99,78,88,72,60,85.93,2,2,20,Data Science,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
7.37,78,73,61,41,77.41,2,2,24,CSE,B.Tech,Tier 3,Tier 1,Male,No,0,Placed,1
6.96,64,51,55,47,81.53,2,2,23,EEE,B.Tech,Tier 2,Tier 1,Female,No,0,Not Placed,0
9.29,68,83,58,74,71.65,0,1,24,AI & ML,B.Tech,Tier 3,Tier 2,Female,Yes,0,Not Placed,0
9.21,87,100,80,72,73.15,0,2,20,CSE,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
7.91,81,74,68,61,71.38,2,3,22,Civil,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
7.73,73,69,68,40,77.69,3,1,24,ECE,B.Tech,Tier 1,Tier 2,Male,No,2,Placed,1
7.87,68,86,69,53,82.51,2,4,22,ISE,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
7.57,75,45,49,61,82.1,3,0,22,Data Science,B.Tech,Tier 2,Tier 3,Female,Yes,0,Not Placed,0
5.66,28,78,63,68,74.15,1,2,24,CSE,B.E.,Tier 1,Tier 1,Female,No,1,Not Placed,0
6.12,38,68,61,75,60.61,3,2,24,Mechanical,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
6.26,48,54,29,78,78.48,1,1,23,CSE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
8.91,76,100,76,100,75.4,3,3,21,AI & ML,B.Tech,Tier 1,Tier 1,Female,No,0,Placed,1
7.98,78,83,55,87,80.17,2,4,21,CSE,B.Tech,Tier 3,Tier 1,Female,Yes,0,Placed,1
8.62,75,49,51,51,80.31,1,4,22,AI & ML,B.Tech,Tier 3,Tier 2,Male,Yes,0,Not Placed,0
8.21,64,60,78,93,77.86,1,3,24,Data Science,B.Tech,Tier 1,Tier 1,Male,No,0,Not Placed,0
