student_id,age,gender,state,city,city_tier,college_tier,branch,degree,cgpa,backlog_history,internship_experience,projects_count,certifications_count,aptitude_score,coding_score,dsa_score,communication_score,attendance_percentage,preferred_role,placement_status,placement_probability,salary_lpa
STU02194,23,Female,Karnataka,Mysuru,Tier 1,Tier 3,ECE,B.E.,8.16,0,No,4,1,60,59,53,95,83.72,Embedded Engineer,Not Placed,0.6782,0.0
STU02195,22,Male,Delhi,New Delhi,Tier 2,Tier 1,EEE,B.Tech,8.21,0,No,1,1,65,86,57,49,85.03,Electrical Engineer,Placed,0.6034,5.8
STU02196,23,Male,Tamil Nadu,Chennai,Tier 2,Tier 2,Data Science,B.E.,10.0,0,No,2,1,78,82,58,73,67.15,Data Scientist,Placed,0.8591,5.29
STU02197,24,Other,Andhra Pradesh,Tirupati,Tier 3,Tier 3,EEE,B.Tech,8.12,0,No,3,0,71,74,68,54,86.46,Electrical Engineer,Placed,0.588,4.46
STU02198,21,Male,Kerala,Kozhikode,Tier 1,Tier 3,Civil,B.Tech,8.98,1,Yes,4,4,77,78,60,58,82.55,Civil Engineer,Placed,0.8199,5.46
STU02199,22,Male,West Bengal,Durgapur,Tier 1,Tier 2,ISE,B.E.,8.65,0,Yes,1,1,89,78,40,66,80.23,Full Stack Developer,Not Placed,0.8093,0.0
STU02200,20,Male,Kerala,Kozhikode,Tier 2,Tier 3,CSE,B.Tech,9.21,0,Yes,3,3,64,85,74,70,83.9,Software Developer,Placed,0.8861,4.69
STU02201,24,Male,Andhra Pradesh,Visakhapatnam,Tier 1,Tier 2,CSE,B.Tech,6.65,0,No,4,4,63,38,29,75,81.85,Software Developer,Placed,0.5032,3.53
STU02202,23,Male,Tamil Nadu,Chennai,Tier 1,Tier 2,ISE,B.Tech,7.67,0,Yes,4,0,44,79,61,61,100.0,Full Stack Developer,Not Placed,0.7036,0.0
STU02203,24,Female,Maharashtra,Mumbai,Tier 1,Tier 1,CSE,B.Tech,8.84,2,No,2,3,59,71,66,49,77.97,Software Developer,Not Placed,0.498,0.0
STU02204,24,Male,Maharashtra,Mumbai,Tier 3,Tier 2,Data Science,B.Tech,8.2,0,Yes,2,1,74,96,73,68,74.53,Data Scientist,Placed,0.8311,6.58
STU02205,23,Male,West Bengal,Kolkata,Tier 2,Tier 1,Data Science,B.Tech,7.43,0,No,6,4,71,63,58,87,95.23,Data Scientist,Placed,0.8226,6.15
STU02206,23,Female,West Bengal,Kolkata,Tier 2,Tier 3,ISE,B.Tech,6.97,0,No,2,1,68,61,41,29,79.43,Full Stack Developer,Placed,0.3399,2.92
STU02207,21,Male,Telangana,Hyderabad,Tier 1,Tier 2,AI & ML,B.Tech,5.04,2,No,3,1,73,67,83,72,91.21,Machine Learning Engineer,Not Placed,0.1846,0.0
STU02208,20,Female,West Bengal,Durgapur,Tier 1,Tier 2,ISE,B.Tech,8.21,0,No,1,1,78,62,73,79,76.46,Full Stack Developer,Placed,0.6301,8.09
STU02209,20,Male,Telangana,Hyderabad,Tier 3,Tier 2,CSE,B.Tech,8.23,2,Yes,1,1,57,93,59,56,79.78,Software Developer,Placed,0.5307,4.98
STU02210,21,Male,Uttar Pradesh,Lucknow,Tier 3,Tier 2,AI & ML,B.E.,6.15,0,Yes,2,1,72,83,64,77,75.11,Machine Learning Engineer,Placed,0.6266,5.87
STU02211,24,Male,Gujarat,Vadodara,Tier 1,Tier 3,CSE,B.Tech,8.19,0,Yes,3,4,57,89,66,58,83.82,Software Developer,Placed,0.8234,5.17
STU02212,22,Male,Andhra Pradesh,Vijayawada,Tier 3,Tier 2,Data Science,B.Tech,7.91,0,No,2,2,100,90,47,56,98.01,Data Scientist,Placed,0.7634,6.48
STU02213,20,Female,Gujarat,Vadodara,Tier 3,Tier 1,ECE,B.Tech,8.11,0,Yes,2,2,77,87,70,69,90.57,Embedded Engineer,Placed,0.8187,5.65
STU02214,23,Female,Andhra Pradesh,Visakhapatnam,Tier 3,Tier 2,AI & ML,B.E.,8.37,0,Yes,3,4,65,100,78,74,82.34,Machine Learning Engineer,Placed,0.8988,4.03
STU02215,21,Male,Delhi,New Delhi,Tier 2,Tier 3,AI & ML,B.Tech,6.65,0,No,1,1,62,79,62,83,66.42,Machine Learning Engineer,Not Placed,0.4782,0.0
STU02216,22,Female,Gujarat,Surat,Tier 2,Tier 2,AI & ML,B.Tech,8.43,2,Yes,2,0,92,86,59,71,79.18,Machine Learning Engineer,Placed,0.683,5.49
STU02217,21,Female,Andhra Pradesh,Vijayawada,Tier 1,Tier 3,CSE,B.E.,8.95,0,Yes,4,3,64,78,88,79,79.77,Software Developer,Placed,0.8908,5.34
STU02218,20,Female,Gujarat,Vadodara,Tier 2,Tier 2,AI & ML,B.E.,8.49,0,No,4,1,65,96,72,86,89.7,Machine Learning Engineer,Placed,0.8507,4.12
STU02219,23,Male,Kerala,Kochi,Tier 2,Tier 2,ISE,B.Tech,7.33,0,Yes,3,1,74,48,76,52,86.14,Full Stack Developer,Placed,0.58,3.22
STU02220,22,Male,Delhi,New Delhi,Tier 2,Tier 2,Mechanical,B.Tech,6.98,0,No,1,2,78,33,64,57,90.97,Design Engineer,Not Placed,0.2987,0.0
STU02221,23,Female,Andhra Pradesh,Vijayawada,Tier 2,Tier 2,CSE,B.Tech,7.32,2,Yes,4,3,73,69,54,74,80.09,Software Developer,Placed,0.6058,5.87
STU02222,23,Male,Kerala,Thiruvananthapuram,Tier 1,Tier 2,CSE,B.E.,9.14,3,Yes,3,3,54,63,60,55,78.87,Software Developer,Placed,0.5139,4.22
STU02223,24,Female,Andhra Pradesh,Tirupati,Tier 3,Tier 3,Data Science,B.Tech,8.52,0,Yes,3,1,63,100,76,46,84.28,Data Scientist,Placed,0.8194,4.74
STU02224,21,Male,Maharashtra,Pune,Tier 2,Tier 3,CSE,B.Tech,5.0,0,Yes,2,3,57,59,76,71,75.63,Software Developer,Not Placed,0.3631,0.0
STU02225,24,Male,Telangana,Warangal,Tier 2,Tier 3,Data Science,B.Tech,7.56,0,Yes,2,3,81,97,98,85,85.82,Data Scientist,Not Placed,0.8495,0.0
STU02226,23,Male,Kerala,Thiruvananthapuram,Tier 1,Tier 3,ECE,B.E.,7.68,0,Yes,3,2,71,50,61,97,82.39,Embedded Engineer,Not Placed,0.7097,0.0
STU02227,20,Male,Andhra Pradesh,Tirupati,Tier 3,Tier 2,CSE,B.Tech,8.23,0,Yes,0,3,74,98,52,56,70.06,Software Developer,Placed,0.7919,4.8
STU02228,21,Female,Delhi,Delhi,Tier 1,Tier 3,EEE,B.Tech,7.74,0,Yes,4,0,61,80,44,67,86.02,Electrical Engineer,Not Placed,0.7232,0.0
STU02229,20,Female,West Bengal,Durgapur,Tier 1,Tier 2,Mechanical,B.E.,8.76,0,Yes,4,5,40,77,46,71,77.8,Design Engineer,Placed,0.8504,5.83
STU02230,22,Male,West Bengal,Durgapur,Tier 1,Tier 3,CSE,B.E.,7.24,0,Yes,2,3,50,57,69,68,97.38,Software Developer,Placed,0.5719,4.44
STU02231,24,Male,Tamil Nadu,Madurai,Tier 1,Tier 1,Mechanical,B.E.,8.79,0,No,2,1,80,65,68,71,72.31,Design Engineer,Placed,0.7166,6.87
STU02232,20,Female,Telangana,Karimnagar,Tier 2,Tier 2,CSE,B.Tech,7.54,1,No,3,0,84,83,66,65,81.9,Software Developer,Not Placed,0.5803,0.0
STU02233,24,Male,Delhi,Delhi,Tier 2,Tier 2,CSE,B.Tech,8.0,0,Yes,1,2,79,100,65,76,85.62,Software Developer,Placed,0.839,6.36
STU02234,22,Female,Uttar Pradesh,Lucknow,Tier 2,Tier 2,CSE,B.Tech,7.3,0,Yes,0,3,66,36,66,64,79.78,Software Developer,Placed,0.4514,2.66
STU02235,23,Other,Telangana,Karimnagar,Tier 2,Tier 2,CSE,B.Tech,7.38,0,Yes,1,0,52,86,55,69,92.46,Software Developer,Not Placed,0.6249,0.0
STU02236,24,Female,Delhi,Delhi,Tier 1,Tier 3,EEE,B.Tech,8.08,1,Yes,1,1,65,49,53,60,67.91,Electrical Engineer,Not Placed,0.4084,0.0
STU02237,20,Male,Gujarat,Vadodara,Tier 3,Tier 3,ECE,B.E.,7.69,0,No,2,0,78,43,86,68,93.95,Embedded Engineer,Placed,0.4202,5.17
STU02238,24,Male,Kerala,Kozhikode,Tier 2,Tier 2,EEE,B.Tech,8.18,0,Yes,2,2,59,58,76,89,88.62,Electrical Engineer,Placed,0.7156,4.96
STU02239,22,Male,Maharashtra,Mumbai,Tier 3,Tier 3,AI & ML,B.Tech,7.88,0,No,1,1,84,83,82,75,84.29,Machine Learning Engineer,Placed,0.6702,4.84
STU02240,22,Female,Delhi,New Delhi,Tier 3,Tier 2,AI & ML,B.Tech,7.33,0,Yes,0,2,77,75,62,66,67.86,Machine Learning Engineer,Placed,0.6394,2.82
STU02241,23,Male,Andhra Pradesh,Tirupati,Tier 2,Tier 1,AI & ML,B.E.,6.72,1,Yes,2,0,69,50,54,62,83.3,Machine Learning Engineer,Placed,0.3866,5.07
STU02242,22,Male,Karnataka,Mysuru,Tier 3,Tier 3,EEE,B.E.,8.77,1,Yes,2,1,79,74,64,63,74.72,Electrical Engineer,Placed,0.6836,5.54
STU02243,23,Female,West Bengal,Kolkata,Tier 2,Tier 3,ISE,B.Tech,6.31,1,Yes,4,0,38,66,80,69,70.37,Full Stack Developer,Placed,0.3804,3.02
STU02244,22,Female,Kerala,Thiruvananthapuram,Tier 1,Tier 3,CSE,B.Tech,7.56,0,Yes,2,3,63,62,89,61,94.86,Software Developer,Not Placed,0.645,0.0
STU02245,20,Male,Tamil Nadu,Chennai,Tier 2,Tier 1,ECE,B.Tech,8.55,0,Yes,2,3,72,73,81,64,91.35,Embedded Engineer,Placed,0.8076,4.19
STU02246,24,Female,Delhi,New Delhi,Tier 1,Tier 2,AI & ML,B.Tech,7.32,0,Yes,0,2,58,79,51,68,68.21,Machine Learning Engineer,Placed,0.6073,6.2
STU02247,21,Female,Maharashtra,Nagpur,Tier 3,Tier 2,Data Science,B.E.,7.67,0,No,2,1,84,75,66,47,91.61,Data Scientist,Placed,0.5969,4.83
STU02248,24,Female,Andhra Pradesh,Tirupati,Tier 2,Tier 1,Mechanical,B.Tech,7.1,0,No,2,7,46,69,59,62,90.98,Design Engineer,Placed,0.5799,2.5
STU02249,22,Male,Telangana,Hyderabad,Tier 2,Tier 3,CSE,B.E.,7.05,2,Yes,0,0,69,70,58,70,88.58,Software Developer,Not Placed,0.2955,0.0
STU02250,20,Male,Telangana,Hyderabad,Tier 1,Tier 2,CSE,B.E.,8.23,2,Yes,1,1,75,61,60,60,87.43,Software Developer,Not Placed,0.4534,0.0
STU02251,20,Female,West Bengal,Kolkata,Tier 2,Tier 1,Mechanical,B.E.,7.48,1,Yes,2,3,55,52,79,51,87.18,Design Engineer,Not Placed,0.4414,0.0
STU02252,22,Male,Kerala,Kochi,Tier 1,Tier 2,AI & ML,B.E.,7.29,0,No,2,1,57,98,68,66,90.13,Machine Learning Engineer,Not Placed,0.6323,0.0
STU02253,24,Female,West Bengal,Durgapur,Tier 3,Tier 2,Mechanical,B.Tech,7.61,1,Yes,2,3,62,37,50,51,73.11,Design Engineer,Placed,0.3818,4.45
STU02254,24,Male,Gujarat,Ahmedabad,Tier 1,Tier 1,Data Science,B.Tech,8.14,2,No,2,2,70,78,61,61,74.13,Data Scientist,Placed,0.4953,6.38
STU02255,22,Male,Gujarat,Ahmedabad,Tier 2,Tier 1,Data Science,B.Tech,8.15,0,No,1,3,79,64,53,73,86.47,Data Scientist,Placed,0.6908,4.35
STU02256,21,Male,Telangana,Karimnagar,Tier 2,Tier 1,EEE,B.Tech,5.98,3,Yes,3,2,57,61,63,50,89.76,Electrical Engineer,Placed,0.1739,2.88
STU02257,20,Male,Gujarat,Ahmedabad,Tier 1,Tier 1,Data Science,B.Tech,8.16,0,No,0,3,61,55,50,79,77.5,Data Scientist,Placed,0.5795,3.36
STU02258,23,Male,Karnataka,Bengaluru,Tier 2,Tier 2,CSE,B.Tech,8.87,0,No,0,1,65,100,70,65,86.75,Software Developer,Placed,0.7331,6.11
STU02259,24,Other,Tamil Nadu,Coimbatore,Tier 1,Tier 2,CSE,B.Tech,7.31,0,Yes,1,5,86,82,77,41,78.16,Software Developer,Placed,0.7273,2.5
STU02260,21,Female,Andhra Pradesh,Vijayawada,Tier 2,Tier 2,Data Science,B.Tech,6.64,0,No,2,4,59,59,67,74,71.08,Data Scientist,Not Placed,0.4912,0.0
STU02261,22,Female,Gujarat,Surat,Tier 2,Tier 1,CSE,B.E.,5.88,0,Yes,0,3,66,73,75,54,71.82,Software Developer,Not Placed,0.4581,0.0
STU02262,22,Female,West Bengal,Durgapur,Tier 3,Tier 2,ECE,B.Tech,7.49,0,Yes,1,3,63,50,63,74,86.44,Embedded Engineer,Placed,0.5634,3.77
STU02263,21,Female,Andhra Pradesh,Vijayawada,Tier 1,Tier 1,Civil,B.Tech,7.86,1,Yes,3,2,55,74,79,60,84.19,Civil Engineer,Placed,0.6269,4.64
STU02264,20,Female,Maharashtra,Mumbai,Tier 1,Tier 2,Data Science,B.E.,8.59,1,No,2,3,67,82,82,74,86.48,Data Scientist,Not Placed,0.6906,0.0
STU02265,21,Male,Telangana,Warangal,Tier 1,Tier 2,Data Science,B.E.,7.43,2,Yes,1,0,80,97,55,54,77.54,Data Scientist,Placed,0.4967,3.67
STU02266,22,Male,Gujarat,Ahmedabad,Tier 2,Tier 3,CSE,B.Tech,8.65,1,Yes,1,5,63,77,60,62,73.52,Software Developer,Not Placed,0.7187,0.0
STU02267,23,Male,Maharashtra,Nagpur,Tier 1,Tier 2,ECE,B.E.,6.91,0,No,4,2,66,60,59,49,81.23,Embedded Engineer,Placed,0.475,3.06
STU02268,21,Male,Andhra Pradesh,Visakhapatnam,Tier 1,Tier 2,EEE,B.Tech,8.16,0,Yes,2,0,74,68,79,79,74.37,Electrical Engineer,Placed,0.7211,4.45
STU02269,22,Male,Delhi,Delhi,Tier 2,Tier 1,CSE,B.Tech,7.41,1,Yes,1,0,81,83,69,70,89.52,Software Developer,Not Placed,0.6222,0.0
STU02270,20,Female,Andhra Pradesh,Vijayawada,Tier 3,Tier 1,ISE,B.Tech,7.36,0,Yes,0,1,83,72,81,60,85.86,Full Stack Developer,Placed,0.6354,3.86
STU02271,20,Female,Delhi,Delhi,Tier 2,Tier 1,CSE,B.E.,8.33,0,Yes,1,0,63,89,85,84,73.86,Software Developer,Placed,0.8064,3.85
STU02272,20,Male,Andhra Pradesh,Vijayawada,Tier 1,Tier 2,CSE,B.Tech,8.33,0,Yes,5,3,67,88,58,55,65.39,Software Developer,Placed,0.8815,5.27
STU02273,20,Male,Andhra Pradesh,Visakhapatnam,Tier 3,Tier 2,ECE,B.Tech,7.78,0,Yes,2,2,53,59,25,63,70.53,Embedded Engineer,Placed,0.5925,4.02
STU02274,24,Male,Kerala,Thiruvananthapuram,Tier 1,Tier 2,CSE,B.Tech,7.36,0,Yes,3,4,72,94,100,49,73.5,Software Developer,Placed,0.8028,3.39
STU02275,23,Female,Delhi,Delhi,Tier 1,Tier 2,EEE,B.Tech,8.49,1,No,4,1,65,62,75,75,86.99,Electrical Engineer,Placed,0.598,5.34
STU02276,23,Male,Delhi,New Delhi,Tier 1,Tier 2,CSE,B.Tech,7.97,0,Yes,3,4,68,62,52,84,81.7,Software Developer,Placed,0.8138,6.99
STU02277,20,Male,Delhi,Delhi,Tier 2,Tier 2,ECE,B.Tech,9.92,0,No,3,4,58,65,77,54,72.54,Embedded Engineer,Placed,0.7908,7.53
STU02278,21,Male,West Bengal,Kolkata,Tier 2,Tier 1,EEE,B.Tech,7.1,0,Yes,3,4,57,52,50,75,88.45,Electrical Engineer,Not Placed,0.6535,0.0
STU02279,22,Male,Uttar Pradesh,Lucknow,Tier 2,Tier 1,ECE,B.Tech,7.24,0,Yes,4,2,66,60,73,26,79.76,Embedded Engineer,Not Placed,0.5842,0.0
STU02280,20,Female,Maharashtra,Nagpur,Tier 3,Tier 1,ECE,B.E.,8.51,1,No,3,2,70,61,75,42,89.72,Embedded Engineer,Not Placed,0.5229,0.0
STU02281,21,Other,Tamil Nadu,Madurai,Tier 2,Tier 3,CSE,B.Tech,9.31,0,Yes,3,2,91,96,68,71,76.32,Software Developer,Placed,0.9263,7.16
STU02282,20,Male,Kerala,Thiruvananthapuram,Tier 3,Tier 2,ECE,B.Tech,8.36,2,Yes,1,0,56,59,62,46,68.85,Embedded Engineer,Not Placed,0.3073,0.0
STU02283,21,Female,Karnataka,Bengaluru,Tier 2,Tier 3,Data Science,B.E.,7.19,0,No,1,2,73,64,78,69,86.63,Data Scientist,Placed,0.4884,5.92
STU02284,23,Female,Delhi,New Delhi,Tier 3,Tier 2,Mechanical,B.Tech,6.34,0,Yes,2,1,45,65,80,75,88.46,Design Engineer,Placed,0.4455,4.17
STU02285,21,Other,Andhra Pradesh,Tirupati,Tier 2,Tier 3,ECE,B.E.,7.34,0,Yes,1,0,78,58,67,55,80.9,Embedded Engineer,Placed,0.4753,2.5
STU02286,22,Female,Uttar Pradesh,Kanpur,Tier 3,Tier 1,CSE,B.Tech,7.86,2,Yes,1,0,81,63,49,35,78.77,Software Developer,Not Placed,0.3716,0.0
STU02287,23,Male,Gujarat,Vadodara,Tier 1,Tier 2,ECE,B.Tech,7.29,1,No,1,0,66,78,91,71,90.07,Embedded Engineer,Placed,0.3704,3.94
STU02288,21,Female,Delhi,Delhi,Tier 3,Tier 3,CSE,B.Tech,8.48,1,Yes,2,0,65,79,64,57,90.85,Software Developer,Not Placed,0.632,0.0
STU02289,20,Male,Maharashtra,Mumbai,Tier 1,Tier 2,ECE,B.Tech,7.14,0,No,2,4,87,49,64,63,65.4,Embedded Engineer,Placed,0.5163,2.5
STU02290,23,Female,Delhi,Delhi,Tier 3,Tier 1,ISE,B.Tech,6.42,0,Yes,1,2,67,62,69,62,76.09,Full Stack Developer,Not Placed,0.5162,0.0
STU02291,22,Male,Delhi,New Delhi,Tier 3,Tier 1,CSE,B.Tech,9.06,0,Yes,2,3,86,85,86,60,61.41,Software Developer,Placed,0.8957,6.01
STU02292,21,Female,Delhi,Delhi,Tier 2,Tier 2,ISE,B.Tech,7.96,0,Yes,2,1,45,83,67,61,84.27,Full Stack Developer,Placed,0.6936,5.37
STU02293,20,Female,Kerala,Kozhikode,Tier 3,Tier 2,Data Science,B.Tech,10.0,0,No,2,4,68,90,78,82,85.27,Data Scientist,Placed,0.9038,6.73
STU02294,23,Male,Kerala,Kozhikode,Tier 1,Tier 2,ECE,B.Tech,8.86,0,Yes,6,1,77,77,50,43,71.44,Embedded Engineer,Placed,0.8643,6.74
STU02295,24,Male,Karnataka,Mysuru,Tier 2,Tier 2,AI & ML,B.Tech,8.47,1,No,3,0,63,60,62,75,63.65,Machine Learning Engineer,Not Placed,0.5494,0.0
STU02296,24,Male,Kerala,Kochi,Tier 2,Tier 1,ISE,B.Tech,6.59,0,No,1,2,56,51,62,59,84.25,Full Stack Developer,Not Placed,0.337,0.0
STU02297,23,Male,Telangana,Warangal,Tier 3,Tier 3,ECE,B.Tech,7.89,0,Yes,1,1,70,66,75,57,83.62,Embedded Engineer,Placed,0.5797,4.06
STU02298,22,Male,Gujarat,Ahmedabad,Tier 2,Tier 3,Mechanical,B.Tech,7.32,0,No,3,2,71,71,79,72,75.28,Design Engineer,Not Placed,0.5888,0.0
STU02299,21,Male,Tamil Nadu,Madurai,Tier 2,Tier 3,Mechanical,B.E.,7.96,1,No,2,3,71,85,55,66,83.55,Design Engineer,Placed,0.573,4.37
STU02300,20,Male,Gujarat,Surat,Tier 2,Tier 1,CSE,B.Tech,6.27,0,Yes,4,2,54,73,57,33,86.86,Software Developer,Not Placed,0.5576,0.0
STU02301,21,Female,Kerala,Kochi,Tier 2,Tier 2,CSE,B.Tech,6.53,3,No,3,1,52,74,66,60,80.65,Software Developer,Not Placed,0.1772,0.0
STU02302,21,Female,Tamil Nadu,Madurai,Tier 2,Tier 3,Mechanical,B.Tech,7.92,0,Yes,2,3,58,63,45,62,76.59,Design Engineer,Placed,0.6406,6.51
STU02303,21,Female,Delhi,New Delhi,Tier 1,Tier 3,ECE,B.Tech,7.39,1,No,2,0,67,54,48,62,99.46,Embedded Engineer,Not Placed,0.286,0.0
STU02304,21,Male,Gujarat,Surat,Tier 2,Tier 1,Data Science,B.E.,8.05,0,Yes,2,0,67,78,100,67,85.67,Data Scientist,Placed,0.7546,5.91
STU02305,23,Male,Karnataka,Bengaluru,Tier 1,Tier 2,EEE,B.Tech,7.36,2,Yes,3,3,75,71,57,69,75.23,Electrical Engineer,Not Placed,0.5291,0.0
STU02306,20,Female,Andhra Pradesh,Vijayawada,Tier 2,Tier 3,ECE,B.Tech,8.44,0,No,2,1,66,89,69,63,83.58,Embedded Engineer,Not Placed,0.677,0.0
STU02307,23,Female,Delhi,Delhi,Tier 2,Tier 2,AI & ML,B.E.,8.11,0,Yes,0,4,64,70,81,37,88.63,Machine Learning Engineer,Placed,0.6301,5.5
STU02308,24,Male,Kerala,Thiruvananthapuram,Tier 2,Tier 3,ISE,B.Tech,7.25,0,No,1,2,68,72,59,74,92.2,Full Stack Developer,Placed,0.5309,5.21
STU02309,22,Female,Telangana,Warangal,Tier 2,Tier 1,CSE,B.E.,7.24,0,No,3,1,58,46,55,78,84.89,Software Developer,Placed,0.5092,4.33
STU02310,21,Female,Karnataka,Mangaluru,Tier 2,Tier 2,ISE,B.Tech,8.09,0,No,1,3,81,71,51,74,70.97,Full Stack Developer,Placed,0.6938,6.24
STU02311,23,Male,Delhi,Delhi,Tier 3,Tier 2,ISE,B.Tech,9.3,0,No,2,2,82,98,85,65,78.31,Full Stack Developer,Not Placed,0.8622,0.0
STU02312,22,Male,Maharashtra,Nagpur,Tier 1,Tier 2,CSE,B.Tech,8.86,0,Yes,4,1,97,85,85,82,75.92,Software Developer,Placed,0.9238,6.6
STU02313,21,Male,Telangana,Warangal,Tier 2,Tier 1,Data Science,B.Tech,8.51,0,Yes,0,3,97,95,88,79,88.54,Data Scientist,Placed,0.8893,5.61
STU02314,22,Male,Kerala,Thiruvananthapuram,Tier 1,Tier 3,CSE,B.Tech,7.37,0,No,4,1,93,78,68,100,86.93,Software Developer,Placed,0.7922,2.5
STU02315,24,Male,Karnataka,Mysuru,Tier 2,Tier 3,Mechanical,B.Tech,7.81,0,Yes,1,3,72,63,63,63,73.2,Design Engineer,Placed,0.6291,4.49
STU02316,20,Male,Andhra Pradesh,Visakhapatnam,Tier 3,Tier 3,Data Science,B.Tech,7.98,2,No,1,1,65,83,60,76,74.16,Data Scientist,Not Placed,0.4102,0.0
STU02317,20,Male,Delhi,New Delhi,Tier 3,Tier 3,EEE,B.E.,8.07,1,Yes,2,6,80,57,51,75,74.87,Electrical Engineer,Placed,0.6918,7.08
STU02318,21,Male,Telangana,Hyderabad,Tier 1,Tier 3,EEE,B.Tech,8.26,0,Yes,0,1,67,72,71,70,93.11,Electrical Engineer,Placed,0.6309,4.38
STU02319,21,Female,Uttar Pradesh,Kanpur,Tier 1,Tier 1,CSE,B.Tech,7.22,0,Yes,3,2,78,59,45,79,57.73,Software Developer,Placed,0.7436,5.03
STU02320,24,Male,Gujarat,Vadodara,Tier 3,Tier 3,AI & ML,B.Tech,6.68,1,Yes,2,3,82,73,54,57,77.88,Machine Learning Engineer,Placed,0.532,4.75
STU02321,24,Male,Gujarat,Surat,Tier 1,Tier 1,EEE,B.Tech,7.99,0,Yes,3,3,71,49,60,89,90.85,Electrical Engineer,Not Placed,0.7716,0.0
STU02322,21,Male,Karnataka,Mysuru,Tier 1,Tier 2,ECE,B.E.,7.27,1,No,5,5,63,47,71,97,80.05,Embedded Engineer,Placed,0.5979,2.5
STU02323,20,Male,Uttar Pradesh,Noida,Tier 2,Tier 3,AI & ML,B.Tech,8.4,2,Yes,2,0,59,100,99,55,84.95,Machine Learning Engineer,Placed,0.5836,6.18
STU02324,24,Female,Delhi,New Delhi,Tier 1,Tier 3,Mechanical,B.Tech,7.74,0,Yes,4,2,55,78,46,86,89.52,Design Engineer,Placed,0.7823,4.16
STU02325,20,Male,Andhra Pradesh,Vijayawada,Tier 2,Tier 1,Data Science,B.Tech,9.0,0,No,3,3,82,88,85,78,75.53,Data Scientist,Placed,0.8885,6.86
STU02326,22,Male,Andhra Pradesh,Vijayawada,Tier 3,Tier 1,EEE,B.Tech,7.3,0,No,4,2,68,57,72,54,89.82,Electrical Engineer,Not Placed,0.5556,0.0
STU02327,23,Female,Andhra Pradesh,Vijayawada,Tier 3,Tier 1,ECE,B.Tech,7.69,0,Yes,4,4,59,75,48,61,88.11,Embedded Engineer,Not Placed,0.7945,0.0
STU02328,22,Female,Tamil Nadu,Chennai,Tier 2,Tier 3,CSE,B.Tech,9.08,0,Yes,3,0,76,80,62,78,90.57,Software Developer,Placed,0.8636,5.93
STU02329,20,Male,Kerala,Kozhikode,Tier 1,Tier 3,CSE,B.Tech,6.89,0,Yes,2,0,33,96,98,45,87.77,Software Developer,Not Placed,0.5132,0.0
STU02330,22,Male,Maharashtra,Nagpur,Tier 2,Tier 2,Mechanical,B.E.,7.47,0,No,4,3,83,48,58,66,82.29,Design Engineer,Not Placed,0.6091,0.0
STU02331,21,Male,Delhi,Delhi,Tier 3,Tier 2,CSE,B.Tech,8.28,0,No,4,5,91,87,70,68,79.2,Software Developer,Placed,0.8786,3.82
STU02332,23,Female,Kerala,Thiruvananthapuram,Tier 1,Tier 3,Data Science,B.Tech,9.75,1,Yes,4,0,88,71,74,98,80.78,Data Scientist,Placed,0.8906,5.44
STU02333,24,Male,Andhra Pradesh,Tirupati,Tier 3,Tier 2,ECE,B.Tech,7.38,0,Yes,1,4,77,74,80,66,69.1,Embedded Engineer,Placed,0.6915,2.99
STU02334,24,Male,Telangana,Warangal,Tier 1,Tier 2,Mechanical,B.Tech,8.03,0,Yes,3,0,81,79,74,57,80.55,Design Engineer,Placed,0.7488,5.07
STU02335,20,Male,Kerala,Thiruvananthapuram,Tier 2,Tier 2,CSE,B.Tech,6.53,0,Yes,3,2,68,57,69,73,89.64,Software Developer,Not Placed,0.6006,0.0
STU02336,20,Female,West Bengal,Kolkata,Tier 3,Tier 2,Civil,B.E.,6.88,1,Yes,3,0,64,52,56,76,90.14,Civil Engineer,Not Placed,0.4158,0.0
STU02337,24,Male,Delhi,Delhi,Tier 3,Tier 2,CSE,B.Tech,8.64,0,Yes,2,4,83,79,61,74,91.97,Software Developer,Not Placed,0.8771,0.0
STU02338,22,Male,Karnataka,Bengaluru,Tier 2,Tier 2,ECE,B.Tech,7.81,2,No,1,2,90,54,39,44,85.37,Embedded Engineer,Not Placed,0.2662,0.0
STU02339,23,Male,Uttar Pradesh,Kanpur,Tier 2,Tier 2,ECE,B.Tech,7.62,1,No,3,1,65,52,39,43,82.29,Embedded Engineer,Not Placed,0.3229,0.0
STU02340,24,Male,Telangana,Karimnagar,Tier 2,Tier 3,CSE,B.Tech,5.35,0,No,1,4,57,92,55,79,95.27,Software Developer,Placed,0.4392,2.5
STU02341,20,Female,Maharashtra,Pune,Tier 3,Tier 2,AI & ML,B.E.,7.14,0,No,2,4,60,81,68,59,77.08,Machine Learning Engineer,Placed,0.6031,2.79
STU02342,23,Female,Telangana,Warangal,Tier 2,Tier 3,CSE,B.Tech,8.07,0,Yes,0,1,71,63,76,64,85.52,Software Developer,Placed,0.6023,3.63
STU02343,21,Male,Delhi,New Delhi,Tier 2,Tier 2,Data Science,B.Tech,7.83,0,Yes,2,3,67,93,55,83,77.71,Data Scientist,Placed,0.8411,3.96
STU02344,20,Male,Uttar Pradesh,Noida,Tier 1,Tier 3,CSE,B.Tech,7.47,0,Yes,1,1,61,69,47,58,91.46,Software Developer,Placed,0.5598,4.15
