course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills_clean,course_summary,course_description,course_rank
Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,Course,1 - 3 Months,4.7,879.0,beginner,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,"37,959","tensorflow, bigquery, google cloud platform, cloud computing","['Explore the roles of business intelligence (BI) professionals within an organization', 'Practice data modeling and extract, transform, load (ETL) processes that meet organizational goals ', 'Design data visualizations that answer business questions', 'Create dashboards that effectively communicate data insights to stakeholders']","Get professional training designed by Google and take the next step in your career with advanced skills in the high-growth field of business intelligence. There are over 166,000 open jobs in business intelligence and the median salary for entry-level roles is $96,000.¹
Business intelligence professionals collect, organize, interpret, and report on data to help organizations make informed business decisions. Some responsibilities include measuring performance, tracking revenue or spending, and monitoring progress.
This certificate builds on your data analytics skills and experience to take your career to the next level. It's designed for graduates of the Google Data Analytics CertificateOpens in a new tab or people with equivalent data analytics experience. Expand your knowledge with practical, hands-on projects, featuring BigQuery, SQL, and Tableau.
After three courses, you’ll be prepared for jobs like business intelligence analyst, business intelligence engineer, business intelligence developer, and more. At under 10 hours a week, the certificate program can be completed in less than two months. Upon completion, you can apply for jobs with Google and over 150 U.S. employers, including Deloitte, Target, and Verizon.
75% of certificate graduates report a positive career outcome (e.g., new job, promotion or raise) within six months of completion2
¹Lightcast™ US Job Postings (Last 12 Months: 1/1/2022 – 12/31/2022) 
2Based on program graduate survey responses, US 2022
Applied Learning Project
This program includes over 70 hours of instruction and 50+ practice-based assessments, which will help you simulate real-world business intelligence scenarios that are critical for success in the workplace. The content is highly interactive and exclusively developed by Google employees with decades of experience in business intelligence. Through a mix of videos, assessments, and hands-on labs, you’ll get introduced to BI tools and platforms and key technical skills required for an entry-level job.
Platforms and tools you will learn include: BigQuery, SQL, Tableau
In addition to expert training and hands-on projects, you'll complete a portfolio project that you can share with potential employers to showcase your new skill set. Learn concrete skills that top employers are hiring for right now.


",31.865632965119584
The Materiality of ESG Factors,University of Pennsylvania,Specialization,3 - 6 Months,4.7,858.0,beginner,https://www.coursera.org/specializations/materiality-esg-factors,"13,321","esg, investment, climate change, finance, social activism",[],"This specialization will provide learners with the fundamentals and history of ESG investing, and a close examination of the set of investment approaches that are informed by environmental, social and, governance factors. You'll about the five pathways of materiality, and how those interplay with or against ESG performance. You'll review the concepts of positive and negative screening and identify the ESG factors that cause investors to divest from or negatively screen certain assets. 
Next, you'll review private environmental governance, the active role that private companies are playing in combating climate change, and the parallels between the public and private sectors. Lastly, you'll evaluate the effectiveness of corporate authenticity and the impacts of politics when building corporate ESG policy, and the importance of creating independent Directors to maintain neutrality and protect stakeholder interests. 
By the end of this specialization, you will know the best practices for creating a solid risk management plan, analyzed the complex indexing and measurement techniques employed in the ESG space, examined climate disclosures and implementation of climate solutions, and how social activism affects the corporate world in the 21st century. 
Applied Learning Project
Each course module in this Specialization culminates in an assessment. These assessments are designed to check learners' knowledge and to provide an opportunity for learners to apply course concepts such as investment analytics, indexing tools, and critical analysis of ESG policies, activism, and greenwashing.
The assessments will be cumulative and cover the fundamentals of ESG investing, public and private governance, and sustainability factors that will allow you to build a diverse and risk-resilient ESG portfolio.
",31.752113933326
Electronic Music Production,Berklee,Specialization,3 - 6 Months,4.6,514.0,intermediate,https://www.coursera.org/specializations/electronic-music-production,"18,607","audio recording, music making, file management, ableton, midi programming, create an electronic composition, create custom synthesizer patches, manipulate preset patches, sound design, create custom patches in strobe 2, audio production, music, audio editing, electronic digital instrument, live looping, performance technique, music arrangement",[],"In this course, you will explore the foundations upon which modern-day ESG was built, how market forces react to ESG, and ways to create and maintain value using ESG investment strategies. You will also learn about the five pathways of materiality, and how those interplay with or against ESG performance.
You will examine the many challenges that corporations face when it comes to leveraging ESG investing into their portfolios, and how the changing landscape of ESG is making this an area of untapped potential when it comes to the financial workings of businesses today. You'll also learn from real-life case studies how you can assess risk, create better risk management policy, and build a map to identify valuable areas of opportunity and create better decision-making approaches. Lastly, you will look at portfolio optimization and the utilization of ESG factors to maximize returns in addition to examining different funds, their fee structures, and how investors can blend ESG into their investment portfolio.

By the end of this course, you will know the best practices for creating a solid risk management plan and how to create a culture that is sensitive to ESG. You will better understand the history and framework behind ESG, and how to create a path forward using smarter methods to identify risk, navigate ESG issues, and reach ESG investing goals.
",31.595484517358507
Managerial Accounting Fundamentals,University of Virginia,Course,1 - 4 Weeks,4.8,716.0,beginner,https://www.coursera.org/learn/uva-darden-managerial-accounting,"62,506",,"['Different types of costs and how they are represented graphically', 'Cost-volume-profit analyses to answer questions around breaking even and generating profit', 'How to calculate and allocate overhead rates within both traditional and activity-based cost allocation systems', 'How to distinguish costs and benefits that are relevant from those that are irrelevant for a given management decision']","This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will teach you the fundamentals of managerial accounting including how to navigate the financial and related information managers need to help them make decisions. You'll learn about cost behavior and cost allocation systems, how to conduct cost-volume-profit analysis, and how to determine if costs and benefits are relevant to your decisions. 
By the end of this course, you will be able to:
- Describe different types of costs and how they are represented graphically
- Conduct cost-volume-profit analyses to answer questions around breaking even and generating profit
- Calculate and allocate overhead rates within both traditional and activity-based cost allocation systems
- Distinguish costs and benefits that are relevant from those that are irrelevant for a given management decision
- Determine a reasonable course of action, given the financial impact, for a given management decision
",31.560364034878177
Instructional Methods in Health Professions Education,University of Michigan,Course,1 - 3 Months,4.7,439.0,intermediate,https://www.coursera.org/learn/instructional-methods-education,"20,933","teaching, simulation, instructional design, teaching method","['Understand educational theory as it relates to health professions education.', 'Learn a variety of applied teaching techniques.', 'Share successful teaching strategies.']","This course provides those involved in educating members of the health professions an asynchronous, interdisciplinary, and interactive way to obtain, expand, and improve their teaching skills. These skills can then be applied within their own professional context, with a variety of learners, extending across many stages.
After completing this course, learners will:
1. Understand educational theory as it relates to health professions education
2. Match instructional methods with desired educational outcomes
3. Learn a variety of applied teaching techniques
4. Share successful teaching strategies

Suggested resources will include educational videos, individual readings, recommended
reference books, and crowd-sourced recommendations. All students should have
dependable access to the internet with video streaming capabilities. Some students
may want the ability to utilize on-line video conferencing as well.
",31.46862533813663
Uncommon Sense Teaching,Deep Teaching Solutions,Specialization,1 - 3 Months,4.9,610.0,beginner,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,"3,014","social-emotional learning, online teaching, active learning, neurodiversity, teaching","['You’ll discover how to bring out the best from your students in diverse teaching environments, where students often have a wide range of abilities.  ']","The Uncommon Sense Teaching Specialization is a foundational program that prepares you to teach based on leading-edge insights from neuroscience, cognitive psychology, and movie-making. Your instructors have real-world experience in teaching some of the world’s most popular courses, and they bring their background from academia and beyond, including perspectives that could be obtained only from decades of teaching at virtually every level, personal experience with neurodiversity, adventure from the Bering Sea to the South Pole Station in Antarctica, and much more. This specialization gives invaluable insight for:
Teachers—K12, higher ed, adult learning, vocational trainers
College students training to be teachers 
Professors and others who train teachers how to teach
Industry trainers
Coaches
Tutors
Parents, caregivers, and homeschoolers
The Uncommon Sense Teaching Specialization provides a pathway for you to bring your teaching skillset to a higher level by helping you gain the knowledge and skills to level up your career or strengthen your teaching foundation—whoever you might be teaching. 
You can take either MOOC 0 or MOOC 1 first, and enjoy MOOC 2 after MOOC 1.  Enjoy! 
Uncommon Sense Teaching SpecializationOpens in a new tab
 MOOC 0: Teaching OnlineOpens in a new tab
 MOOC 1: Uncommon Sense TeachingOpens in a new tab
 MOOC 2: Uncommon Sense Teaching, Part 2Opens in a new tab
Applied Learning Project
By the end of this specialization, you'll be able to:
Use the animations and illustrations provided in the specialization to develop best practices training sessions for your fellow teachers, and also help your students to learn more deeply and effectively. You'll be a star with the latest insights on learning!   
Make or tweak a working lesson plan using the “Learn It – Link It” lesson plans guideline and blank template provided in the specialization.  You can use this lesson plan to help remind you of key best practices as you are teaching.      
Teach online either ""live"" or via video with confidence that your methods are not only helping students pay attention, but that you are also helping them to more easily grasp the key ideas.
Use techniques from movie-making to help motivate and inspire students, as well as to encourage your students shift and lift their very identity as learners.
",31.43397509994082
Renewable Energy,University of Colorado Boulder,Specialization,3 - 6 Months,4.8,695.0,beginner,https://www.coursera.org/specializations/renewable-energy,"10,096","renewable energy, solar energy, energy projects, sustainability, wind energy","['Understand and evaluate the operations and performance of renewable energy technologies.', 'Explain how renewable energy systems integrate with electricity grid operations and market structures.', 'Explore how issues such as electric vehicles, hydrogen, and storage will influence renewable energy, and assess future pathways for renewables.']","This specialization is for learners wanting a thorough understanding of renewable energy concepts, tools, and applications. This knowledge can be employed to advance in your current work, to move into the renewable energy field, and to promote sustainability at home and in your community. New technologies, new market structures, and new business models make renewable energy a dynamic, entrepreneurial, and exciting field. This specialization focuses on pragmatic and fact-based information, including real-world costs and technical performance, market trends, and web-based analysis tools. We use lectures, case studies, and interviews with industry leaders to provide a comprehensive and up-to-date education on renewable energy.
Specialization logo image credits: background courtesy of Clyde RS. Available on Unsplash at https://unsplash.com/photos/4XbZCfU2Uoo; icon is ""Wind Turbine"" by Vectors Point from the Noun Project.
",31.417678369605213
Software Testing and Automation,University of Minnesota,Specialization,3 - 6 Months,4.3,763.0,intermediate,https://www.coursera.org/specializations/software-testing-automation,"53,838","black-box testing techniques, white-box testing techniques, unit testing, static analysis, testing automation","['Distinguish between verification and validation describing the key differences between them.', 'Write automated functional tests for both front-end and back-end code', 'Measure the fault-finding effectiveness of a functional test suite using mutation testing.', 'Defend program correctness through the use of formal methods, specifically proof obligations and model checking.']","This Specialization is intented for beginning to intermediate software developers seeking to develop knowledge and skill in implementing testing techniques and tools in the development of their projects. Through four courses, you will cover black-box and white-box testing, automated testing, web & mobile testing, and formal testing theory and techniques, which will prepare to you to plan and perform effective testing of your software.
Applied Learning Project
Learners will build test plans, test suites, and test analysis reports. Learners will develop properties and assertions in code to facilitate automated test generation. Learners will also create pre-conditions for methods to facilitate formal proofs of correctness.
",31.400425642757643
Financing and Investing in Infrastructure,Università Bocconi,Course,1 - 3 Months,4.7,787.0,mixed,https://www.coursera.org/learn/infrastructure-investing,"17,743","capital budgeting, risk analysis, project, finance",[],"The Financial Reporting Specialization focuses on the role of financial accounting principles and processes in creating and reporting an organization’s financial statements. Learners who complete this specialization will be able to (1) use financial accounting principles to create and/or process an organization’s financial statements and (2) analyze financial statements to assess an organization’s financial position. 
Applied Learning Project
The Financial Reporting Specialization includes multiple projects and practice activities, including analyses of statements and cases, which will be peer-reviewed.  In addition, the specialization includes one capstone course, which is comprised of a full case analysis of an actual company’s financial statements. 
",31.346641022332033
"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising",University of Colorado Boulder,Specialization,3 - 6 Months,4.6,909.0,beginner,https://www.coursera.org/specializations/digital-advertising-strategy,"11,233","native advertising, google ads search advertising, facebook advertising, search advertising, twitter advertising","['Discover how social networks and human dynamics create social systems and recognizable patterns', 'Define and discuss big data opportunities and limitations', 'Web scrape online data, create a social network visualization with it, and use machine learning to analyze its content  ', 'Use computer simulations to program your own artificial societies to explore business strategies and policy options']","For more information please view the Computational Social Science TrailerOpens in a new tab 
Digital technology has not only revolutionized society, but also the way we can study it. Currently, this is taken advantage of by the most valuable companies in Silicon Valley, the most powerful governmental agencies, and the most influential social movements. What they have in common is that they use computational tools to understand, and ultimately influence human behavior and social dynamics. 
An increasing part of human interaction leaves a massive digital footprint behind. Studying it allows us to gain unprecedented insights into what society is and how it works, including its intricate social networks that had long been obscure. Computational power allows us to detect hidden patterns through analytical tools like machine learning and to natural language processing. Finally, computer simulations enable us to explore hypothetical situations that may not even exist in reality, but that we would like to exist: a better world. 
This specialization serves as a multidisciplinary, multi-perspective, and multi-method guide on how to better understand society and human behavior with modern research tools. This specialization gives you easy access to some of the exciting new  possibilities of how to study society and human behavior. It is the  first online specialization collectively taught by Professors from all  10 University of California campusesOpens in a new tab. 

Applied Learning Project
 While no formal requisites are necessary to join this course, at the end  you will web-scrape 'Big Data' from the web, execute a social network  analysis ('SNA'), find hidden patterns with machine learning ('ML') and  natural language processing ('NLP'), and create agent-based computer  models ('ABM') to explore what might happen if we would change certain  things in society.  
",31.341845157750118
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,Specialization,3 - 6 Months,4.9,597.0,beginner,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,"29,968","financial modeling, corporate finance, microsoft excel",[],"This course is the first course in a five-course US Federal Tax Specialization. It covers and focuses on the U.S. federal tax system as it relates to individuals, employees, and sole proprietors. Key concepts covered include gross income and items that are statutorily included or excluded in it, personal and business expenses that qualify as tax deductions, and the differing tax treatments for employees versus self-employed taxpayers. Unlike many other introductory courses in tax and as part of this course’s comprehensive wrap-up, learners will be provided with practical and tangible experience reporting both income and expenses on the main individual tax return used in the US, Form 1040.
If you have enjoyed this course, consider enrolling in our online graduate Accounting program. The University of Illinois at Urbana-Champaign, consistently ranked as one of the nation's top three accounting programs, now offers a master’s in accounting at a very affordable tuition rate and is completely online. The iMSA is a full Master of Accountancy program and students graduate with an MS that is highly recognized. Try an open course or two, then apply for admission into the credit-bearing version as you may be eligible to take credit-bearing courses during the application process. If you are missing any prerequisites for the full degree, you can complete Coursera courses to demonstrate readiness and strengthen your application for the iMSA. For more information on this exciting iMSA online program, refer to this link: https://www.coursera.org/degrees/imsa
",31.328594694358095
Sustainable Fashion,Copenhagen Business School,Course,1 - 3 Months,4.8,681.0,beginner,https://www.coursera.org/learn/sustainable-fashion,"55,137",,"['You will broaden your knowledge on sustainable fashion, sustainable business models, circular economy and related concepts. ', 'You will understand the challenges and opportunities brands face when they try to create or transition into sustainable business models. ', 'You will learn the basic vocabulary and tools to discuss sustainable business models’ ideas and concepts in the context of fashion.', 'You will be inspired by case examples from the fashion industry, and learn the details of their innovative and sustainable business models.']","Sometimes when we say we work with sustainable fashion people look at us like... ""Mmmm, is it really possible for something like fashion to be sustainable?"" And let's face it, people are right being suspicious. If anything the fashion industry has become increasingly unsustainable over the last decades, using more and more natural resources and creating more and more waste. 
In this course, we provide an overview of business model theory and discuss business models as essential tools in the transformation towards more sustainable businesses. Throughout the course, we will use business model theory as a foundation to look at how real-world fashion brands are adopting more sustainable ways of doing business. We will provide you with a rich opportunity to examine their efforts and consider strategies for your own organisation. Hopefully, you can also enlighten us with some local examples in your own countries for us to discover together new ways of dealing with sustainability. 

By the end of the course, you have an understanding of the overall challenges and potential solutions for businesses to become more sustainable. You will learn about the challenges and opportunities of implementing circular business models and we will introduce various tools that companies use to measure and report about sustainability. You will be able to think about business model theory in new ways and apply strategies to manage business model innovation towards sustainable practices. 

This is a very exciting time to be working in the fashion industry, so let's get started!
",31.320142357648617
Programming in C++: A Hands-on Introduction,Codio,Specialization,3 - 6 Months,4.6,899.0,beginner,https://www.coursera.org/specializations/hands-on-cpp,"21,364","computer science, computer programming, c++, object-oriented programming (oop)","['Automate everyday, repetitive tasks using C++ programs', 'Create engaging, graphical based programs', 'Develop a firm foundation of Computer Science concepts you can bring to any language you learn']","This specialization is intended for people without programming experience who seek to develop C++ programming skills and learn about the underlying computer science concepts that will allow them to pick up other programming languages quickly. In these four courses, you will cover everything from fundamentals to object-oriented design. These topics will help prepare you to write anything from small programs to automate repetitive tasks to larger applications, giving you enough understanding of C++ to tackle more specialized topics such as Data Science and Artificial Intelligence.
Applied Learning Project
Learners will create a variety of practical projects including helpful C++ programs that can speed up everyday tasks such as an automated file updater. Later projects will create graphical output using the Clmg library, and even including animations.
",31.29101591129183
ChatGPT for Beginners: Save time with Microsoft Excel,Coursera Project Network,Guided Project,Less Than 2 Hours,4.8,373.0,intermediate,https://www.coursera.org/projects/chatgpt-for-beginners-save-time-with-microsoft-excel,"9,162",,"['Demonstrate that you have foundational knowledge of industry terminology, network security, security operations and policies and procedures.']","Congratulations on your interest in pursuing a career in cybersecurity. The Certified in Cybersecurity (CC) certification will demonstrate to employers that you have foundational knowledge of industry terminology, network security, security operations and policies and procedures that are necessary for an entry- or junior-level cybersecurity role. It will signal your understanding of fundamental security best practices, policies and procedures, as well as your willingness and ability to learn more and grow on the job.
Applied Learning Project
Each course includes a case study that will require students to put into practice the knowledge they have gained throughout each course. Successful completion of course projects will require the basic understanding of the topics covered and the ability to relate those topics to the real world. The objective of each project is to determine whether students have understood course concepts and are able to use them in a real world setting. 
",31.28007061034873
Sound the Alarm: Detection and Response,Google,Course,1 - 4 Weeks,4.8,671.0,beginner,https://www.coursera.org/learn/detection-and-response,"57,310","security information and event management (siem) tools, packet analyzer, intrusion detection systems (ids)","['Identify the steps to contain, eradicate, and recover from an incident', 'Analyze packets to interpret network communications', 'Understand basic syntax, components of signatures and logs in Intrusion Detection Systems (IDS) and Network Intrusion Detection Systems (NIDS) tools', 'Perform queries in Security Information and Event Management (SIEM) tools to investigate an event']","This is the sixth course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to apply for an entry-level cybersecurity job. You’ll build on your understanding of the topics that were introduced in the fifth Google Cybersecurity Certificate course.
In this course, you will focus on incident detection and response. You'll define a security incident and explain the incident response lifecycle, including the roles and responsibilities of incident response teams. You'll analyze and interpret network communications to detect security incidents using packet sniffing tools to capture network traffic. By assessing and analyzing artifacts, you'll explore the incident investigation and response processes and procedures. Additionally, you'll practice using Intrusion Detection Systems (IDS) and Security Information Event Management (SIEM) tools.

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Explain the lifecycle of an incident.
- Describe the tools used in documentation, detection, and management of incidents.
- Analyze packets to interpret network communications.
- Perform artifact investigations to analyze and verify security incidents.
- Identify the steps to contain, eradicate, and recover from an incident.
- Determine how to read and analyze logs during incident investigation.
- Interpret the basic syntax and components of signatures and logs in Intrusion Detection Systems (IDS) and Network Intrusion Detection Systems (NIDS) tools.
- Perform queries in Security Information and Event Management (SIEM) tools to investigate an event.
",31.249240034511118
Customer Analytics,University of Pennsylvania,Course,1 - 3 Months,4.6,885.0,mixed,https://www.coursera.org/learn/wharton-customer-analytics,"9,892","predictive analytics, customer analytics, regression analysis, marketing performance measurement and management","['Recognize aspects of team culture to maximize team performance. ', 'Draw out the collective wisdom of diverse  teams and create a team culture of continuous learning. ', 'Handle conflict. ', 'Establish common ground rules. ']","Master the strategies and tools that enable you to form, join and lead teams more effectively.
In this five-course specialization, you learn how to:
·         Recognize aspects of team culture 
·         Draw out the collective wisdom of diverse teams 
·         Handle conflict 
·         Establish common ground rules 
·         Maximize team performance 
·         Create a team culture of continuous learning
The program culminates in a capstone project in which you apply the skills you learned. You observe, diagnose and make recommendations to solve a team culture problem in a real-world case provided by N2Growth, a global consultancy focused on cultural transformation and leadership development.
Applied Learning Project
Students will analyze a real world case provided by N2Growth, a global firm that helps clients create a culture of leadership through practice areas like strategy, cultural transformation, and organizational design. Based on the N2Growth case, students will be expected to identify and diagnose organizational issues, select a senior leader, and make recommendations in a culminating PowerPoint or Prezi presentation.
",31.21889797278337
"BI Foundations with SQL, ETL and Data Warehousing",IBM,Specialization,3 - 6 Months,4.8,665.0,beginner,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"56,137","cloud databases, python programming, jupyter notebooks, relational database management system (rdbms), sql, data warehousing, cube and rollup, business intelligence (bi), star and snowflake schema, cognos analytics, linux, bash (unix shell), extract transform and load (etl), linux commands, shell script, apache airflow, apache kafka, data pipelines, data engineer","['Explain how the Python programming language is used in cybersecurity', 'Create new, user-defined Python functions', 'Use regular expressions to extract information from text', 'Practice debugging code']","This is the seventh course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to apply for an entry-level cybersecurity job. You’ll build on your understanding of the topics that were introduced in the sixth Google Cybersecurity Certificate course.
In this course, you will be introduced to the Python programming language and apply it in a cybersecurity setting to automate tasks. You'll start by focusing on foundational Python programming concepts, including data types, variables, conditional statements, and iterative statements. You'll also learn to work with Python effectively by developing functions, using libraries and modules, and making your code readable. In addition, you'll work with string and list data, and learn how to import, parse and debug files.  

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Explain how the Python programming language is used in cybersecurity.
- Write conditional and iterative statements in Python.
- Create new, user-defined Python functions.
- Use Python to work with strings and lists.
- Use regular expressions to extract information from text.
- Use Python to open and read the contents of a file.
- Identify best practices to improve code readability.
- Practice debugging code.
",31.206190418593867
Python Project for Data Engineering,IBM,Course,1 - 4 Weeks,4.6,473.0,intermediate,https://www.coursera.org/learn/python-project-for-data-engineering,"32,522","information engineering, python programming, extract transform and load (etl), data engineer, web scraping","['Demonstrate your skills in Python for working with and manipulating data', 'Implement webscraping and use APIs to extract data with Python', 'Play the role of a Data Engineer working on a real project to extract, transform, and load data', 'Use Jupyter notebooks and IDEs to complete your project']","Showcase your Python skills in this Data Engineering Project! This short course is designed to apply your basic Python skills through the implementation of various techniques for gathering and manipulating data.  
You will take on the role of a Data Engineer by extracting data from multiple sources, and converting the data into specific formats and making it ready for loading into a database for analysis. You will also demonstrate your knowledge of web scraping and utilizing APIs to extract data. 

By the end of this hands-on project, you will have shown your proficiency with important skills to Extract Transform and Load (ETL) data using an IDE, and of course, Python Programming. 

Upon completion of this course, you will also have a great new addition to your portfolio! 

PRE-REQUISITE: 

**Python for Data Science, AI and Development** course from IBM is a pre-requisite for this project course. Please ensure that before taking this course you have either completed the Python for Data Science, AI and Development course from IBM or have equivalent proficiency in working with Python and data. NOTE: This course is not intended to teach you Python and does not have too much new instructional content. It is intended for you to mostly apply prior Python knowledge.
",31.175709047777087
Transforming the Fashion Business,"Parsons School of Design, The New School",Specialization,1 - 3 Months,4.7,414.0,intermediate,https://www.coursera.org/specializations/transforming-fashion-business,"10,969","fashion design, fashion systems, sustainability, holistic product lifecyle, retail management","['How to develop a fashion business model that incorporates sustainability, experiential methods, collaborations, and serves underrepresented groups.']","In this specialization, you will analyze the fashion business and how it must evolve into a more inclusive, diverse, and equitable manifestation of itself. You’ll explore the “slow fashion” movement, the historical underpinnings of the current fashion system, and imperatives for a more holistic, sustainable future. You’ll look at the design process from the perspective of analytical and statistical trend forecasting and how to bring new strategies and technologies into your design approach, all while maintaining an awareness of social movements and cultural shifts. And finally, you’ll learn how fashion retail can create memorable, immersive, and innovative experiences that help you and your brand stay relevant in an age of increasing competition and shifting consumer models. 
The courses in this specialization bring together a dynamic group of Parsons faculty and leading industry experts who will share their real world experiences and guide you through the knowledge you need to advance your career.
Applied Learning Project
Each course in this specialization is capped with an immersive project where you’ll turn your passion to become a future business leader into a proposed strategy for addressing the challenges in today’s fashion industry. 
For each project, you will be expected to prepare and present a plan for how you would leverage innovations in technology, design, and retail channels in order to solve a critical issue in the current fashion system.
By the end of the specialization, you will be able to:
• Research and innovate a strategy for a holistic approach to fashion design.
• Develop a fashion brand strategy that is inclusive and relevant to today's consumer and encompasses best practices for sustainability.
• Design a contemporary retailing strategy that considers customer experience, omnichannel engagement, operational logistics, and merchandising.
",31.166199949592713
The Path to Insights: Data Models and Pipelines,Google,Course,1 - 4 Weeks,4.7,249.0,advanced,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,"18,866","data management, google dataflow/google bigquery, extraction, transformation and loading (etl), database optimization, data transformation","['Build data models that answer business questions\xa0', 'Apply the ETL process to workplace scenarios', 'Explore ETL tools', 'Construct a pipeline to deliver necessary data']","This is the second of three courses in the Google Business Intelligence Certificate. In this course, you'll explore data modeling and how databases are designed. Then you’ll learn about extract, transform, load (ETL) processes that extract data from source systems, transform it into formats that enable analysis, and drive business processes and goals.
Google employees who currently work in BI will guide you through this course by providing hands-on activities that simulate job tasks, sharing examples from their day-to-day work, and helping you build business intelligence skills to prepare for a career in the field. 

Learners who complete the three courses in this certificate program will have the skills needed to apply for business intelligence jobs. This certificate program assumes prior knowledge of foundational analytical principles, skills, and tools covered in the Google Data Analytics Certificate.   

By the end of this course, you will:
-Determine which data models are appropriate for different business requirements
-Describe the difference between creating and interacting with a data model
-Create data models to address different types of questions 
-Explain the parts of the extract, transform, load (ETL) process and tools used in ETL
-Understand extraction processes and tools for different data storage systems
-Design an ETL process that meets organizational and stakeholder needs 
-Design data pipelines to automate BI processes
",31.141039576743065
Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,Course,1 - 3 Months,4.8,654.0,beginner,https://www.coursera.org/learn/queeringidentities,"27,230",,[],"In this course, you will explore the history of LGBTQ identities, experiences, and activism. We’ll study major events in global LGBTQ history, investigate local histories of queer and transgender people and communities, and consider how LGBTQ histories have helped shape broader conversations about civil rights, equality, and justice.
",31.126249131049207
Health Behavior Change: From Evidence to Action,Yale University,Course,1 - 3 Months,4.6,862.0,beginner,https://www.coursera.org/learn/health-behavior-change,"91,770","health practices, behavioral psychology, public health, mental health, health psychology",[],"Through art projects—including visual arts, dance, writing, and music—along with spiritual practices and guided imagery, Healing With the Arts gives you the tools to heal what you need to heal in your life: physical, mental, emotional, and spiritual.
",31.097907578983765
Create High-Fidelity Designs and Prototypes in Figma,Google,Course,1 - 3 Months,4.8,649.0,beginner,https://www.coursera.org/learn/high-fidelity-designs-prototype,"30,189","user experience (ux), mockup, figma, prototype, user experience design (uxd)","['How to apply knowledge of basic economics to make better pricing decisions', 'How to recognize opportunities for price discrimination and recommend strategies to maximize sales and profits', '  How to calculate three types of price elasticities to determine the impact of price on demand  ', 'How to analyze and apply different pricing models, including: cost-plus pricing, marginal cost-plus pricing, peak-load pricing, index-based pricing.']","How much should you charge for your products and services? Traditionally, businesses have answered this question based on the cost to produce or provide their goods and services. This course shows you the economic factors behind pricing based on cost and the pros and cons of a cost-based pricing approach. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, the course provides the practical and research-based models and methods you need to set prices that maximize your profits. 
By the end of this course, you’ll be able to:
--Apply knowledge of basic economics to make better pricing decisions
--Recognize opportunities for price discrimination—selling the same product at different prices to different buyers—and recommend strategies to maximize sales and profits
--Calculate three types of price elasticities to determine the impact of price on demand
--Analyze and apply different pricing models
  -Cost-plus pricing
  -Marginal cost-plus pricing
  -Peak-load pricing
  -Index-based pricing
--Evaluate the impact of channel intermediaries and customer lifetime value on pricing
",31.089467341870474
Introduction to Responsible AI,Google Cloud,Course,1 - 4 Weeks,4.5,993.0,beginner,https://www.coursera.org/learn/introduction-to-responsible-ai,"66,708",,"['Identify core aspects of programming and features of the Python language', 'Understand and apply core programming concepts like data structures, conditionals, loops, variables, and functions', 'Use different tools for writing and running Python code', 'Design and write fully-functional Python programs using commonly used data structures, custom functions, and reading and writing to files']","This course provides an introduction to programming and the Python language.  Students are introduced to core programming concepts like data structures, conditionals, loops, variables, and functions.  This course includes an overview of the various tools available for writing and running Python, and gets students coding quickly.  It also provides hands-on coding exercises using commonly used data structures, writing custom functions, and reading and writing to files. This course may be more robust than some other introductory python courses, as it delves deeper into certain essential programming topics.
",31.057817429954586
